,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
10,-0.47973,-0.3157,3.4537,-0.49912,-0.028053,3.3759,-0.51461,0.25518,3.2869,-0.48779,0.39438,3.269,-0.61685,0.13374,3.2309,-0.67453,-0.10241,3.2551,-0.62967,-0.31816,3.2669,-0.6058,-0.39936,3.2751,-0.39388,0.17434,3.4309,-0.37127,-0.051508,3.5457,-0.32882,-0.29381,3.5704,-0.31494,-0.35297,3.5717,-0.52535,-0.32166,3.3861,-0.55805,-0.63391,3.4596,-0.60569,-0.99816,3.5928,-0.54178,-1.0464,3.6077,-0.42412,-0.30335,3.453,-0.46726,-0.62139,3.5795,-0.53632,-0.97669,3.6519,-0.4628,-1.0302,3.5587,-0.51123,0.18505,3.3111,-0.59116,-0.47263,3.2725,-0.6266,-0.43333,3.2521,-0.31973,-0.39327,3.5717,-0.32862,-0.36183,3.5411
11,-0.4795,-0.31581,3.4537,-0.49863,-0.028281,3.3761,-0.51406,0.25479,3.2875,-0.48658,0.39523,3.2702,-0.61596,0.13378,3.2319,-0.67407,-0.10283,3.2551,-0.63,-0.32037,3.2658,-0.60648,-0.39864,3.2735,-0.39338,0.17355,3.4323,-0.37096,-0.052448,3.5469,-0.32655,-0.29409,3.5714,-0.30759,-0.35062,3.5652,-0.52504,-0.32199,3.3863,-0.55734,-0.6361,3.4604,-0.5975,-1.0004,3.5989,-0.53837,-1.0576,3.6073,-0.42397,-0.30335,3.4529,-0.46619,-0.62178,3.58,-0.53267,-0.98025,3.6578,-0.50095,-1.0558,3.6585,-0.51067,0.1847,3.3117,-0.58775,-0.47034,3.267,-0.6273,-0.42221,3.2362,-0.30232,-0.41838,3.6195,-0.31138,-0.37398,3.5347
12,-0.47901,-0.31593,3.4527,-0.49824,-0.028244,3.3762,-0.51334,0.255,3.2889,-0.48557,0.39515,3.2723,-0.61559,0.13361,3.2325,-0.67371,-0.1031,3.255,-0.63099,-0.32184,3.265,-0.60768,-0.40183,3.2735,-0.39331,0.1739,3.4328,-0.37042,-0.05219,3.5472,-0.31398,-0.29091,3.5624,-0.29244,-0.35079,3.5512,-0.52467,-0.32241,3.3853,-0.55674,-0.63865,3.4616,-0.59687,-1.0005,3.6001,-0.53772,-1.0584,3.6073,-0.42345,-0.30319,3.452,-0.46556,-0.62167,3.5797,-0.53368,-0.98052,3.6567,-0.47776,-1.0144,3.6913,-0.51003,0.18485,3.3126,-0.58213,-0.47025,3.2739,-0.63212,-0.4279,3.2386,-0.28146,-0.40695,3.6055,-0.3057,-0.36895,3.5116
13,-0.47825,-0.3166,3.4516,-0.4975,-0.028491,3.3765,-0.5121,0.25488,3.2913,-0.48455,0.39494,3.2729,-0.6155,0.13343,3.2327,-0.67343,-0.10332,3.2547,-0.63149,-0.32221,3.2639,-0.60816,-0.39977,3.2738,-0.39329,0.1731,3.4323,-0.36782,-0.055314,3.5422,-0.2997,-0.27982,3.5431,-0.27843,-0.32343,3.5299,-0.52422,-0.3233,3.3844,-0.55661,-0.63854,3.4613,-0.60577,-0.99706,3.5913,-0.54055,-1.0426,3.6078,-0.4224,-0.30359,3.4505,-0.46437,-0.62045,3.5788,-0.51448,-0.96875,3.6749,-0.53847,-1.047,3.6189,-0.5089,0.18468,3.3144,-0.59642,-0.4711,3.269,-0.6437,-0.40892,3.2473,-0.26237,-0.37853,3.5603,-0.28431,-0.33258,3.4883
14,-0.4782,-0.31681,3.4512,-0.49697,-0.02876,3.3772,-0.51077,0.25439,3.2944,-0.48381,0.3945,3.2747,-0.61483,0.13336,3.2333,-0.67323,-0.10352,3.2546,-0.63272,-0.32335,3.2628,-0.61037,-0.40717,3.2717,-0.39343,0.17326,3.4327,-0.36756,-0.055344,3.5423,-0.28431,-0.26713,3.53,-0.2572,-0.30673,3.5141,-0.52414,-0.32361,3.3841,-0.5564,-0.63899,3.4617,-0.59773,-0.99754,3.5981,-0.53628,-1.0481,3.6132,-0.42243,-0.30371,3.4501,-0.46386,-0.62034,3.5786,-0.51434,-0.96805,3.6751,-0.47765,-1.0377,3.6848,-0.50775,0.18425,3.3168,-0.5987,-0.47944,3.2653,-0.62973,-0.42944,3.2413,-0.23874,-0.36255,3.5559,-0.26623,-0.31176,3.4651
15,-0.47787,-0.31744,3.4498,-0.49686,-0.028796,3.3771,-0.51078,0.25454,3.2946,-0.48331,0.39503,3.2753,-0.6146,0.13354,3.2336,-0.67283,-0.10332,3.2543,-0.63339,-0.32361,3.2621,-0.61128,-0.40626,3.269,-0.39347,0.1717,3.4328,-0.36655,-0.055784,3.544,-0.278,-0.22611,3.5095,-0.23553,-0.27822,3.491,-0.52395,-0.32431,3.3824,-0.55577,-0.64255,3.4646,-0.60182,-0.99957,3.5932,-0.54026,-1.0511,3.6069,-0.42207,-0.30426,3.449,-0.46278,-0.61974,3.5776,-0.52525,-0.97777,3.6643,-0.45158,-1.0309,3.5711,-0.50773,0.18433,3.317,-0.59451,-0.47733,3.2603,-0.62823,-0.44706,3.2312,-0.21442,-0.32123,3.5077,-0.24897,-0.27214,3.4413
16,-0.4773,-0.31748,3.4486,-0.49653,-0.028723,3.3771,-0.51059,0.25481,3.2951,-0.48267,0.3952,3.2763,-0.61473,0.13347,3.2339,-0.6723,-0.10296,3.254,-0.63351,-0.32362,3.2609,-0.60674,-0.40913,3.2651,-0.39373,0.17184,3.4326,-0.36754,-0.053662,3.5474,-0.27069,-0.21638,3.4968,-0.21309,-0.24631,3.4628,-0.52345,-0.32486,3.3808,-0.55591,-0.64604,3.4653,-0.59685,-1.0014,3.5982,-0.52932,-1.0392,3.6195,-0.42146,-0.30388,3.4481,-0.46296,-0.62063,3.576,-0.53001,-0.97965,3.6594,-0.45632,-1.0327,3.5661,-0.50749,0.18454,3.3174,-0.59283,-0.47714,3.2611,-0.63191,-0.43371,3.234,-0.19046,-0.2924,3.4723,-0.23541,-0.23215,3.4054
17,-0.47703,-0.31742,3.4475,-0.49646,-0.028709,3.377,-0.51071,0.25487,3.2955,-0.4813,0.39382,3.2787,-0.61467,0.13364,3.2342,-0.67197,-0.10434,3.2536,-0.63389,-0.32396,3.2599,-0.60725,-0.40757,3.2648,-0.39411,0.17187,3.4328,-0.36627,-0.052741,3.5488,-0.23957,-0.17674,3.4601,-0.20442,-0.20064,3.435,-0.52297,-0.32502,3.3784,-0.55561,-0.64282,3.4632,-0.60705,-0.99902,3.5903,-0.54055,-1.0422,3.6078,-0.42137,-0.30376,3.4478,-0.46232,-0.61957,3.5752,-0.54203,-0.97468,3.6462,-0.50223,-1.0442,3.6536,-0.50753,0.18458,3.3176,-0.59633,-0.48111,3.2631,-0.63154,-0.4207,3.2355,-0.16368,-0.24041,3.4086,-0.21912,-0.19034,3.3763
18,-0.47641,-0.31732,3.4466,-0.49623,-0.028426,3.3771,-0.51105,0.25607,3.297,-0.48069,0.39403,3.2794,-0.61458,0.13397,3.2347,-0.67183,-0.10418,3.2532,-0.63404,-0.32445,3.258,-0.60825,-0.40393,3.2611,-0.39465,0.17236,3.4333,-0.36169,-0.052045,3.5486,-0.22634,-0.1601,3.4511,-0.18692,-0.16482,3.4191,-0.52226,-0.32515,3.3773,-0.55633,-0.63846,3.4601,-0.60931,-0.99758,3.5877,-0.54068,-1.0428,3.6001,-0.42093,-0.30347,3.4472,-0.46174,-0.6193,3.5746,-0.5447,-0.97315,3.6402,-0.50426,-1.0398,3.6522,-0.50764,0.18551,3.3187,-0.59071,-0.4768,3.2538,-0.61892,-0.44075,3.2277,-0.14147,-0.18687,3.368,-0.20946,-0.15444,3.3513
19,-0.47558,-0.31752,3.4437,-0.49597,-0.028268,3.3768,-0.5111,0.25648,3.2974,-0.47977,0.3942,3.2808,-0.61474,0.13416,3.2355,-0.67179,-0.10423,3.2532,-0.63377,-0.32298,3.2569,-0.60792,-0.40558,3.259,-0.39459,0.1711,3.4361,-0.35881,-0.0511,3.5489,-0.22221,-0.10875,3.4138,-0.17048,-0.11903,3.3665,-0.52168,-0.32528,3.3725,-0.5567,-0.64024,3.4603,-0.61008,-0.998,3.5873,-0.54338,-1.0467,3.598,-0.42009,-0.30363,3.4458,-0.46112,-0.61827,3.5732,-0.543,-0.97686,3.6417,-0.50406,-1.0456,3.6514,-0.50761,0.1858,3.3189,-0.59436,-0.47954,3.2524,-0.62101,-0.4524,3.2224,-0.12921,-0.13124,3.3213,-0.21197,-0.10653,3.3284
