,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,-0.020705,-0.56352,3.4543,-0.043099,-0.30431,3.4631,-0.065683,-0.048772,3.4605,-0.043003,0.06101,3.4744,-0.16293,-0.14504,3.3611,-0.22136,-0.33065,3.3208,-0.055368,-0.36553,3.2597,-0.0139,-0.37484,3.2925,0.096465,-0.16804,3.5623,0.20997,-0.29771,3.5848,0.10192,-0.21764,3.3775,0.079387,-0.25237,3.3558,-0.066951,-0.55103,3.3881,-0.10497,-0.90187,3.4146,-0.12732,-1.1905,3.456,-0.089793,-1.2539,3.4359,0.026616,-0.56631,3.4598,-0.040195,-0.91723,3.4832,-0.064342,-1.2018,3.5161,-0.065544,-1.2538,3.4586,-0.059708,-0.11234,3.4632,0.046079,-0.38053,3.2769,-0.028105,-0.41481,3.3075,0.088121,-0.25116,3.3397,0.078919,-0.25088,3.336
1,-0.023859,-0.56323,3.4495,-0.043228,-0.30432,3.4624,-0.064427,-0.048856,3.4609,-0.041977,0.060963,3.4738,-0.16265,-0.14511,3.361,-0.22079,-0.3297,3.3202,-0.055045,-0.36571,3.2591,0.0057621,-0.37514,3.2775,0.096741,-0.16822,3.5618,0.2114,-0.29832,3.5789,0.13059,-0.2711,3.4197,0.072111,-0.26444,3.3874,-0.070928,-0.54996,3.3821,-0.10543,-0.89781,3.4111,-0.12754,-1.1903,3.4548,-0.089848,-1.2536,3.4355,0.023945,-0.56658,3.4558,-0.039905,-0.91741,3.4831,-0.061963,-1.1984,3.5174,-0.065311,-1.2534,3.4579,-0.059179,-0.11237,3.4632,0.055477,-0.37682,3.2702,-0.018741,-0.37992,3.3067,0.092174,-0.26335,3.3211,0.048414,-0.30452,3.3837
2,-0.020041,-0.56377,3.4504,-0.042146,-0.30467,3.4624,-0.064174,-0.049051,3.461,-0.041017,0.060603,3.4735,-0.16242,-0.1451,3.3609,-0.21998,-0.33103,3.3203,-0.054415,-0.36623,3.258,0.0026906,-0.37596,3.2801,0.096931,-0.16839,3.5616,0.21172,-0.29851,3.5782,0.10388,-0.2185,3.3709,0.091352,-0.24859,3.3461,-0.066455,-0.55061,3.383,-0.10532,-0.89631,3.4096,-0.12745,-1.1905,3.4546,-0.089152,-1.2534,3.4354,0.026981,-0.56702,3.4569,-0.039688,-0.91765,3.483,-0.062708,-1.1986,3.5158,-0.064959,-1.2532,3.4582,-0.058783,-0.1126,3.4633,0.054287,-0.37941,3.2669,-0.025408,-0.41736,3.3019,0.088218,-0.25105,3.3363,0.087775,-0.25161,3.3292
3,-0.01467,-0.56403,3.4537,-0.035387,-0.30527,3.4667,-0.05504,-0.049979,3.468,-0.040116,0.060868,3.4763,-0.15246,-0.14639,3.3657,-0.21975,-0.3312,3.3217,-0.054092,-0.36618,3.2596,0.0024116,-0.37493,3.2904,0.098134,-0.16675,3.5674,0.21172,-0.29813,3.583,0.1043,-0.21805,3.3755,0.074484,-0.25648,3.4016,-0.060129,-0.55129,3.3859,-0.10569,-0.89683,3.4098,-0.12239,-1.2009,3.4603,-0.084267,-1.2634,3.437,0.03137,-0.5669,3.4607,-0.040477,-0.91979,3.4846,-0.057039,-1.1984,3.5228,-0.064939,-1.2536,3.4591,-0.050222,-0.11343,3.4696,0.05572,-0.37794,3.2762,-0.013486,-0.4052,3.3111,0.089785,-0.27439,3.3338,0.079309,-0.29346,3.3542
4,-0.013053,-0.56488,3.4553,-0.033634,-0.30605,3.468,-0.053298,-0.050623,3.4692,-0.039723,0.061153,3.4774,-0.14983,-0.14833,3.366,-0.21904,-0.33042,3.3235,-0.053825,-0.3671,3.2612,0.0045311,-0.37616,3.2883,0.10161,-0.16801,3.5764,0.21355,-0.29804,3.602,0.10476,-0.2148,3.3965,0.072152,-0.25911,3.3998,-0.058192,-0.552,3.387,-0.10593,-0.89758,3.4103,-0.11951,-1.2037,3.4625,-0.08853,-1.2654,3.4346,0.032621,-0.56794,3.463,-0.040443,-0.92085,3.4855,-0.057576,-1.198,3.5241,-0.064796,-1.2545,3.4597,-0.048459,-0.11411,3.4708,0.055707,-0.37787,3.2754,-0.021691,-0.40924,3.3075,0.088185,-0.27723,3.3424,0.045782,-0.29209,3.3913
5,-0.011869,-0.56512,3.4556,-0.03203,-0.30685,3.4683,-0.051326,-0.052094,3.4697,-0.039586,0.061218,3.4772,-0.1487,-0.14865,3.3656,-0.21891,-0.33018,3.3234,-0.053708,-0.36728,3.2614,0.0030532,-0.36715,3.2709,0.10094,-0.16586,3.5772,0.21237,-0.29673,3.6015,0.10201,-0.31082,3.3808,0.060678,-0.35005,3.3168,-0.05641,-0.55241,3.3874,-0.10666,-0.89794,3.41,-0.11917,-1.2042,3.4627,-0.088194,-1.2647,3.4363,0.033241,-0.56804,3.4632,-0.040264,-0.92141,3.4857,-0.056627,-1.1977,3.5251,-0.064723,-1.2545,3.4597,-0.046579,-0.11539,3.4713,0.050432,-0.38373,3.2657,0.013687,-0.38207,3.2471,0.036938,-0.36923,3.2555,0.06099,-0.37705,3.2723
6,-0.011207,-0.56567,3.4546,-0.031331,-0.30723,3.4676,-0.05072,-0.052264,3.4692,-0.03898,0.061178,3.477,-0.14591,-0.14996,3.3633,-0.21816,-0.3301,3.3228,-0.053041,-0.36775,3.2609,0.009572,-0.36886,3.2632,0.10157,-0.16666,3.5738,0.21266,-0.29845,3.596,0.10351,-0.3145,3.3747,0.056601,-0.36034,3.2848,-0.055826,-0.55291,3.3864,-0.10638,-0.89797,3.4098,-0.11637,-1.2049,3.4629,-0.07188,-1.2242,3.3861,0.033892,-0.56859,3.4623,-0.039931,-0.92132,3.4857,-0.056902,-1.197,3.525,-0.064409,-1.2523,3.4604,-0.045951,-0.11561,3.4708,0.054818,-0.38315,3.2608,0.015733,-0.3896,3.259,0.037813,-0.37619,3.2543,0.061553,-0.37649,3.2711
7,-0.010462,-0.56535,3.4549,-0.030105,-0.30706,3.4678,-0.048911,-0.052252,3.4693,-0.038795,0.061752,3.4771,-0.14195,-0.14999,3.3644,-0.21715,-0.32873,3.3231,-0.052724,-0.36818,3.2605,0.0011596,-0.36887,3.272,0.10176,-0.16695,3.5738,0.21273,-0.29888,3.5959,0.10389,-0.31566,3.3745,0.03926,-0.37175,3.2796,-0.055071,-0.55264,3.3865,-0.1059,-0.8985,3.41,-0.11651,-1.2048,3.4629,-0.071774,-1.2242,3.3863,0.034592,-0.5682,3.4628,-0.039657,-0.92144,3.4859,-0.058694,-1.1992,3.5228,-0.047847,-1.2475,3.4795,-0.044295,-0.11555,3.4709,0.036307,-0.37303,3.2556,0.007048,-0.38895,3.2614,0.011451,-0.36464,3.2577,0.04955,-0.3933,3.2638
8,-0.008851,-0.56537,3.4577,-0.028623,-0.30734,3.4721,-0.047816,-0.052764,3.4759,-0.038727,0.062053,3.4781,-0.14135,-0.15021,3.366,-0.2159,-0.3278,3.3253,-0.052014,-0.36859,3.262,-0.0018462,-0.38358,3.2942,0.095032,-0.16007,3.5757,0.20563,-0.29255,3.5971,0.11094,-0.25859,3.3811,0.06954,-0.28251,3.3883,-0.053189,-0.55246,3.389,-0.10565,-0.89856,3.4118,-0.11565,-1.2054,3.4647,-0.070273,-1.2248,3.3886,0.035831,-0.56842,3.4659,-0.039468,-0.92311,3.489,-0.059369,-1.2,3.523,-0.052313,-1.2487,3.4791,-0.043072,-0.11601,3.4769,0.047592,-0.38655,3.2787,-0.024186,-0.41704,3.3063,0.0152,-0.32669,3.3662,0.080018,-0.32394,3.385
9,-0.0086682,-0.56541,3.4574,-0.028977,-0.3072,3.4713,-0.049713,-0.05207,3.4738,-0.03821,0.06218,3.4777,-0.14546,-0.14976,3.3646,-0.21454,-0.32761,3.3252,-0.051064,-0.36938,3.2614,-0.0056931,-0.38129,3.2901,0.094251,-0.16146,3.5682,0.2046,-0.29429,3.5891,0.11182,-0.25412,3.3761,0.068601,-0.27746,3.3801,-0.053189,-0.55253,3.3889,-0.10572,-0.89945,3.4124,-0.11484,-1.2048,3.4655,-0.070469,-1.2241,3.3885,0.036425,-0.56831,3.4652,-0.039016,-0.92318,3.4893,-0.059572,-1.2014,3.5236,-0.052118,-1.2495,3.4778,-0.044465,-0.1155,3.4752,0.063593,-0.37887,3.2793,-0.020346,-0.33074,3.3146,0.015168,-0.32142,3.3592,0.049656,-0.33533,3.3607
10,-0.0095621,-0.56658,3.4548,-0.029899,-0.30757,3.4694,-0.050448,-0.051908,3.4727,-0.037468,0.061817,3.4778,-0.14731,-0.14957,3.3641,-0.21155,-0.32823,3.3246,-0.010278,-0.37703,3.2697,0.027618,-0.37993,3.274,0.090876,-0.16355,3.5539,0.20103,-0.29659,3.5746,0.11323,-0.25216,3.3723,0.11273,-0.24486,3.3557,-0.054676,-0.55369,3.3875,-0.10526,-0.89899,3.4123,-0.11418,-1.2054,3.4661,-0.071298,-1.2247,3.3879,0.036189,-0.56958,3.4606,-0.039013,-0.92318,3.4893,-0.057709,-1.2,3.5265,-0.053818,-1.2502,3.4748,-0.045269,-0.11544,3.4739,0.063507,-0.38496,3.2819,0.054226,-0.36101,3.2776,0.10616,-0.24149,3.3322,0.10301,-0.25355,3.3411
11,-0.0091844,-0.56636,3.4541,-0.030217,-0.30739,3.4682,-0.051839,-0.051737,3.4705,-0.036188,0.061328,3.4772,-0.14887,-0.14955,3.3636,-0.20916,-0.32987,3.3241,-0.048463,-0.37117,3.2524,0.010389,-0.38726,3.2826,0.091459,-0.16371,3.5545,0.20159,-0.29676,3.5753,0.11531,-0.24278,3.3693,0.062761,-0.27142,3.3788,-0.054388,-0.55336,3.3857,-0.10353,-0.89624,3.4111,-0.11311,-1.2034,3.4652,-0.070311,-1.2227,3.3869,0.036513,-0.56943,3.4605,-0.038847,-0.92315,3.489,-0.057105,-1.1991,3.5271,-0.058601,-1.2509,3.4673,-0.046365,-0.11526,3.472,0.064477,-0.38618,3.2738,-0.011867,-0.35695,3.2249,0.015136,-0.28867,3.3515,0.052205,-0.31341,3.3787
12,-0.0087113,-0.56646,3.4542,-0.029017,-0.30759,3.468,-0.049097,-0.052082,3.4699,-0.035958,0.061291,3.4772,-0.14321,-0.14923,3.3648,-0.20724,-0.32928,3.3242,-0.046801,-0.37147,3.2525,0.012816,-0.36659,3.2715,0.091664,-0.16416,3.5537,0.16499,-0.32456,3.5441,0.10182,-0.2763,3.3415,0.062401,-0.34785,3.3059,-0.054119,-0.55337,3.3856,-0.10325,-0.89613,3.4111,-0.12002,-1.1982,3.4581,-0.086412,-1.2634,3.4377,0.037365,-0.56972,3.4613,-0.038512,-0.92304,3.4891,-0.056399,-1.1988,3.5279,-0.058588,-1.251,3.4672,-0.044119,-0.11557,3.4715,0.046002,-0.37506,3.2677,0.035002,-0.34986,3.2524,0.050649,-0.3496,3.2797,0.067337,-0.34619,3.2902
13,-0.0087189,-0.56645,3.4542,-0.02923,-0.30752,3.468,-0.049759,-0.051865,3.4699,-0.035094,0.061538,3.4778,-0.14463,-0.14916,3.3642,-0.20647,-0.32926,3.3238,-0.044651,-0.371,3.2553,0.012897,-0.37221,3.2893,0.091656,-0.16416,3.5537,0.1649,-0.32458,3.5448,0.16937,-0.23684,3.3818,0.14386,-0.24852,3.386,-0.054207,-0.55338,3.3854,-0.10279,-0.89572,3.4112,-0.11972,-1.2007,3.459,-0.086354,-1.2648,3.4381,0.037367,-0.56959,3.4615,-0.038636,-0.92334,3.4891,-0.055411,-1.1992,3.529,-0.057649,-1.252,3.4668,-0.044649,-0.11539,3.4715,0.070677,-0.37119,3.2729,0.056484,-0.3322,3.27,0.08901,-0.28131,3.3732,0.084641,-0.29137,3.3828
14,-0.0085807,-0.56639,3.4542,-0.029335,-0.30747,3.468,-0.050587,-0.051719,3.4699,-0.034717,0.061553,3.4789,-0.14578,-0.14912,3.3642,-0.20526,-0.32931,3.3233,-0.037719,-0.35127,3.26,0.022078,-0.34962,3.288,0.091691,-0.16434,3.5538,0.1649,-0.32475,3.5454,0.16942,-0.23725,3.3823,0.17108,-0.20838,3.3312,-0.054139,-0.55333,3.3855,-0.10246,-0.89557,3.4112,-0.11797,-1.2036,3.4609,-0.086162,-1.2638,3.438,0.037568,-0.56953,3.4616,-0.036785,-0.92301,3.4905,-0.055205,-1.199,3.5301,-0.060813,-1.2535,3.463,-0.04524,-0.11527,3.4715,0.072606,-0.34828,3.2812,0.0027988,-0.33382,3.3048,0.11615,-0.24127,3.3184,0.11169,-0.25145,3.3281
15,-0.0079354,-0.56572,3.4541,-0.029507,-0.30718,3.4676,-0.051884,-0.051519,3.469,-0.034655,0.061572,3.479,-0.14637,-0.14903,3.3638,-0.2027,-0.32857,3.3241,0.034735,-0.32133,3.2811,0.070312,-0.31907,3.2859,0.091522,-0.16409,3.5537,0.1647,-0.32448,3.5459,0.086654,-0.30488,3.3117,0.057582,-0.3173,3.276,-0.053631,-0.55293,3.3853,-0.10194,-0.89582,3.4111,-0.12262,-1.1961,3.4571,-0.086365,-1.26,3.4377,0.038303,-0.5685,3.4618,-0.037123,-0.92284,3.4896,-0.054876,-1.1992,3.5303,-0.060727,-1.2538,3.463,-0.046172,-0.11502,3.4708,0.09637,-0.31217,3.3098,0.073099,-0.28848,3.2802,0.035445,-0.31485,3.2544,0.065178,-0.33459,3.2569
16,-0.0075202,-0.56363,3.4568,-0.030045,-0.30643,3.4687,-0.052922,-0.051411,3.4696,-0.034449,0.061322,3.4803,-0.1476,-0.14896,3.3644,-0.19804,-0.32443,3.3243,0.013461,-0.31583,3.2795,0.047029,-0.30418,3.2792,0.088295,-0.15911,3.553,0.095809,-0.38704,3.4663,0.083371,-0.30565,3.2985,0.064671,-0.29657,3.2854,-0.053324,-0.55151,3.3862,-0.10183,-0.89622,3.4116,-0.11747,-1.2045,3.4668,-0.08325,-1.267,3.4415,0.038694,-0.56557,3.4675,-0.036449,-0.92113,3.4923,-0.054541,-1.2001,3.5332,-0.060958,-1.2551,3.4652,-0.047088,-0.11478,3.4715,0.086721,-0.30554,3.2869,0.034211,-0.28751,3.2548,0.036944,-0.29368,3.2549,0.050409,-0.32561,3.2633
