,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
20,0.10996,-0.74844,3.5227,0.14861,-0.46822,3.4873,0.18658,-0.19157,3.4394,0.17189,-0.069748,3.4178,0.031107,-0.25691,3.5447,-0.12069,-0.40568,3.5745,-0.21827,-0.53596,3.3469,-0.23052,-0.55473,3.3328,0.30073,-0.28773,3.3596,0.37253,-0.45905,3.2684,0.25153,-0.58358,3.1562,0.076801,-0.55823,3.1088,0.056309,-0.73402,3.516,-0.20034,-0.75152,3.3099,-0.12359,-1.067,3.4863,-0.1708,-1.1069,3.3964,0.16172,-0.74825,3.4604,0.06932,-0.77675,3.1285,0.068872,-1.1044,3.2571,0.019813,-1.1433,3.1674,0.17734,-0.2604,3.4536,-0.23358,-0.6133,3.3056,-0.20134,-0.56881,3.304,0.019484,-0.56871,3.106,0.062986,-0.5833,3.0895
21,0.11005,-0.74843,3.5227,0.14862,-0.46829,3.4874,0.18644,-0.1918,3.4394,0.17152,-0.068912,3.417,0.0311,-0.25707,3.5448,-0.12722,-0.40242,3.5802,-0.21717,-0.53386,3.35,-0.22832,-0.55596,3.3287,0.3007,-0.28757,3.3589,0.37248,-0.45909,3.2681,0.25117,-0.58332,3.156,0.07651,-0.56007,3.1121,0.056422,-0.73404,3.516,-0.20025,-0.75112,3.3099,-0.12493,-1.0654,3.4837,-0.17226,-1.1052,3.3938,0.16179,-0.74823,3.4604,0.069804,-0.77402,3.1285,0.069076,-1.1047,3.2573,0.019885,-1.1435,3.1677,0.17726,-0.26058,3.4536,-0.24007,-0.60846,3.312,-0.19234,-0.59048,3.3202,0.021852,-0.56973,3.1103,0.033629,-0.58604,3.1061
22,0.11019,-0.74844,3.523,0.14882,-0.46837,3.4877,0.18666,-0.1919,3.4398,0.17159,-0.068917,3.4171,0.030932,-0.25712,3.5452,-0.12892,-0.39976,3.5927,-0.21362,-0.52991,3.3597,-0.22911,-0.55775,3.333,0.30229,-0.28785,3.3659,0.37154,-0.45944,3.2689,0.25131,-0.58401,3.1559,0.078515,-0.55568,3.1113,0.056376,-0.73404,3.5162,-0.2003,-0.7512,3.3101,-0.12373,-1.0662,3.4849,-0.14458,-1.1237,3.4804,0.16222,-0.74825,3.4608,0.071219,-0.77315,3.1302,0.076102,-1.0908,3.2562,0.028198,-1.1299,3.1656,0.17747,-0.26067,3.454,-0.2394,-0.61126,3.3028,-0.19348,-0.57499,3.3264,0.017731,-0.5658,3.1074,0.056653,-0.5359,3.0996
23,0.11053,-0.74837,3.5231,0.14884,-0.4684,3.4878,0.18639,-0.19203,3.44,0.17163,-0.068666,3.417,0.030969,-0.25664,3.5455,-0.12532,-0.40081,3.5827,-0.21523,-0.53361,3.3534,-0.22741,-0.55189,3.3307,0.30169,-0.28732,3.3629,0.37105,-0.46005,3.2688,0.24397,-0.59195,3.175,0.072294,-0.55168,3.1135,0.056772,-0.73398,3.5163,-0.19989,-0.75067,3.3101,-0.12582,-1.0603,3.4808,-0.17243,-1.1003,3.3904,0.16247,-0.74818,3.4609,0.071114,-0.77296,3.1295,0.075128,-1.0911,3.2557,0.026586,-1.1302,3.1656,0.17731,-0.26076,3.4542,-0.23803,-0.60788,3.3087,-0.19984,-0.56923,3.308,0.011447,-0.5557,3.1001,0.067584,-0.5285,3.0776
24,0.11029,-0.74719,3.524,0.14878,-0.46801,3.488,0.18637,-0.19196,3.44,0.17162,-0.0686,3.4172,0.030832,-0.2568,3.5456,-0.10771,-0.39741,3.5806,-0.21137,-0.53118,3.3579,-0.22716,-0.55679,3.332,0.30346,-0.28732,3.3674,0.37089,-0.45999,3.2688,0.14422,-0.53113,3.1455,0.062672,-0.53805,3.1195,0.055493,-0.73221,3.5183,-0.19913,-0.75304,3.3097,-0.1272,-1.0581,3.4797,-0.17278,-1.0983,3.3887,0.16279,-0.74731,3.4613,0.074096,-0.77147,3.1314,0.068587,-1.0826,3.2431,0.02111,-1.1219,3.1523,0.17728,-0.26064,3.4542,-0.24,-0.61354,3.3185,-0.19221,-0.58706,3.3243,0.0039419,-0.53674,3.1165,0.037834,-0.51048,3.0989
25,0.11318,-0.74452,3.5265,0.14994,-0.46639,3.4887,0.18661,-0.19086,3.4397,0.17136,-0.067979,3.4173,0.030755,-0.2548,3.5464,-0.12479,-0.39614,3.5922,-0.20411,-0.5021,3.4014,-0.22724,-0.55496,3.3334,0.30209,-0.28685,3.3644,0.37072,-0.45961,3.2689,0.14801,-0.52259,3.1472,0.064571,-0.51385,3.1269,0.057938,-0.72992,3.5205,-0.19614,-0.75312,3.3115,-0.1255,-1.0618,3.483,-0.14736,-1.1173,3.4822,0.1661,-0.74442,3.4638,0.075354,-0.77147,3.1327,0.065619,-1.0988,3.256,0.01739,-1.1379,3.1657,0.17767,-0.25948,3.4541,-0.23641,-0.60981,3.303,-0.19244,-0.58688,3.3322,0.014339,-0.51281,3.1186,0.033633,-0.48562,3.1018
26,0.11269,-0.74103,3.5289,0.15002,-0.46513,3.4898,0.1867,-0.19076,3.4398,0.1711,-0.067892,3.4174,0.030351,-0.25406,3.5476,-0.12091,-0.39705,3.5879,-0.20874,-0.53475,3.3608,-0.22642,-0.55932,3.3337,0.30343,-0.28597,3.3672,0.37067,-0.45917,3.2693,0.14603,-0.49206,3.1675,0.057962,-0.48244,3.1399,0.056751,-0.72613,3.5234,-0.19557,-0.75242,3.3124,-0.12879,-1.0553,3.4766,-0.17465,-1.0955,3.3857,0.16626,-0.74133,3.4657,0.077226,-0.776,3.1338,0.066368,-1.1005,3.2581,0.018629,-1.1396,3.1675,0.17777,-0.25921,3.4544,-0.23454,-0.61906,3.3108,-0.20207,-0.55799,3.3025,0.0018159,-0.47228,3.1392,0.0284,-0.45199,3.1103
27,0.1125,-0.73683,3.5338,0.14966,-0.46403,3.4912,0.18639,-0.19091,3.4398,0.17091,-0.067633,3.4174,0.030161,-0.25306,3.5482,-0.11896,-0.39828,3.585,-0.20926,-0.53587,3.3588,-0.22713,-0.55633,3.3361,0.30338,-0.28499,3.3688,0.36719,-0.46353,3.2724,0.14647,-0.47557,3.1672,0.060096,-0.44767,3.153,0.056111,-0.7215,3.5295,-0.19287,-0.75224,3.3148,-0.12497,-1.062,3.4824,-0.17064,-1.1023,3.3915,0.1665,-0.7377,3.4694,0.079976,-0.77677,3.136,0.066496,-1.1002,3.2576,0.018978,-1.1394,3.1669,0.17751,-0.25919,3.4546,-0.23993,-0.6138,3.3166,-0.19195,-0.5727,3.3131,0.0026471,-0.43392,3.156,0.049865,-0.42082,3.1229
28,0.11284,-0.73617,3.5343,0.14946,-0.46404,3.4921,0.18495,-0.19282,3.4412,0.17023,-0.071958,3.4197,0.028563,-0.25352,3.5492,-0.1185,-0.39771,3.5819,-0.20987,-0.53654,3.3569,-0.22518,-0.55973,3.3324,0.30454,-0.28449,3.3696,0.36627,-0.46212,3.2711,0.18138,-0.45505,3.1782,0.087688,-0.41369,3.1617,0.05636,-0.72098,3.5301,-0.19237,-0.75229,3.3151,-0.12493,-1.062,3.4824,-0.17032,-1.1023,3.3913,0.16697,-0.7369,3.4697,0.082192,-0.77915,3.139,0.066807,-1.1004,3.2575,0.019564,-1.1397,3.1667,0.17649,-0.26035,3.4558,-0.23528,-0.61666,3.3153,-0.20898,-0.55769,3.3022,0.033507,-0.39602,3.157,0.062163,-0.38223,3.147
29,0.11707,-0.72059,3.5406,0.1499,-0.4597,3.4956,0.1842,-0.19322,3.4422,0.17017,-0.071101,3.4197,0.027363,-0.25235,3.551,-0.14558,-0.41177,3.5876,-0.21417,-0.54219,3.3494,-0.22407,-0.56256,3.3332,0.30583,-0.2831,3.3708,0.36174,-0.46121,3.2645,0.16978,-0.41356,3.1964,0.080779,-0.37398,3.1777,0.060413,-0.70674,3.5353,-0.19093,-0.75203,3.316,-0.12436,-1.0634,3.4831,-0.16952,-1.1038,3.3918,0.17137,-0.72036,3.4771,0.082673,-0.77918,3.1396,0.067031,-1.0994,3.2553,0.020033,-1.1388,3.1643,0.17591,-0.26009,3.4572,-0.22962,-0.6179,3.3081,-0.20179,-0.56118,3.3072,0.027765,-0.34819,3.1814,0.02151,-0.37776,3.191
30,0.11659,-0.72021,3.5412,0.15012,-0.45897,3.4964,0.18454,-0.19332,3.4423,0.17034,-0.070966,3.4196,0.026906,-0.24896,3.5527,-0.13047,-0.40158,3.5821,-0.21235,-0.53951,3.3528,-0.2261,-0.56156,3.332,0.30731,-0.2821,3.3713,0.35518,-0.4545,3.2554,0.15835,-0.37768,3.1913,0.08316,-0.33016,3.1856,0.059597,-0.70584,3.5368,-0.19038,-0.75187,3.3162,-0.12858,-1.0575,3.4766,-0.17342,-1.1086,3.4437,0.17117,-0.72028,3.4772,0.082684,-0.77897,3.1396,0.065274,-1.1023,3.2575,0.018304,-1.1417,3.1665,0.17621,-0.26,3.4575,-0.23488,-0.62003,3.3119,-0.19191,-0.57708,3.3228,0.028608,-0.30119,3.202,0.05993,-0.29617,3.1956
31,0.11735,-0.72073,3.5399,0.15104,-0.45896,3.4962,0.18575,-0.19404,3.4426,0.17048,-0.070917,3.4197,0.028111,-0.24728,3.5479,-0.13054,-0.40079,3.5817,-0.21228,-0.53931,3.3527,-0.22645,-0.5594,3.3301,0.30841,-0.28049,3.371,0.3488,-0.44791,3.2446,0.16748,-0.36524,3.1951,0.10438,-0.30114,3.1923,0.060112,-0.70628,3.5359,-0.19135,-0.75369,3.3154,-0.12642,-1.0616,3.4815,-0.14679,-1.1162,3.4833,0.17231,-0.72094,3.475,0.083557,-0.77556,3.1398,0.066209,-1.1017,3.2584,0.020008,-1.1412,3.167,0.17727,-0.26039,3.4577,-0.23228,-0.61454,3.3015,-0.20215,-0.54401,3.3031,0.049701,-0.26122,3.2055,0.1015,-0.27438,3.1893
32,0.11741,-0.72265,3.5396,0.15202,-0.45864,3.4946,0.18882,-0.19112,3.4355,0.17027,-0.071425,3.4211,0.026842,-0.25334,3.5456,-0.12614,-0.39891,3.5798,-0.20276,-0.50088,3.3955,-0.2261,-0.55681,3.3304,0.30995,-0.27673,3.3706,0.34807,-0.446,3.2428,0.17907,-0.33951,3.1954,0.13064,-0.28361,3.1958,0.059734,-0.70874,3.5354,-0.19125,-0.754,3.3159,-0.12687,-1.0609,3.4802,-0.17053,-1.1016,3.3881,0.17272,-0.7225,3.4748,0.085143,-0.77273,3.1415,0.066248,-1.1017,3.2584,0.020722,-1.1414,3.1666,0.17966,-0.25823,3.4527,-0.23181,-0.60078,3.3066,-0.20284,-0.59332,3.3197,0.070646,-0.23921,3.1897,0.12048,-0.26406,3.1642
33,0.12087,-0.72799,3.539,0.15775,-0.4581,3.4948,0.19881,-0.18542,3.4376,0.17043,-0.071281,3.4225,0.022706,-0.26714,3.5498,-0.12517,-0.4002,3.5801,-0.20793,-0.53881,3.3516,-0.22631,-0.55904,3.3274,0.31085,-0.27202,3.3715,0.3342,-0.42212,3.2242,0.16232,-0.31677,3.1891,0.11024,-0.23486,3.2027,0.063028,-0.71661,3.5348,-0.19119,-0.75578,3.3159,-0.12476,-1.0645,3.4842,-0.16861,-1.1051,3.3921,0.17629,-0.72586,3.4744,0.087976,-0.76551,3.145,0.066212,-1.1017,3.2579,0.020527,-1.1413,3.1661,0.18857,-0.25383,3.4542,-0.23276,-0.62274,3.3112,-0.21255,-0.60562,3.3062,0.057069,-0.18995,3.2241,0.094128,-0.21776,3.1719
34,0.12086,-0.72804,3.539,0.15939,-0.45677,3.4941,0.20183,-0.18296,3.436,0.17043,-0.07149,3.4231,0.022478,-0.26873,3.5505,-0.12232,-0.40027,3.5789,-0.20792,-0.53866,3.3513,-0.22681,-0.55845,3.3277,0.31248,-0.26111,3.3706,0.32229,-0.40377,3.2116,0.13204,-0.23015,3.2024,0.09529,-0.18584,3.2175,0.062871,-0.71678,3.5348,-0.19088,-0.7533,3.3155,-0.12488,-1.0639,3.4841,-0.16884,-1.1044,3.3921,0.17637,-0.72585,3.4743,0.087901,-0.76537,3.1449,0.066334,-1.1027,3.2578,0.020533,-1.1422,3.1661,0.19135,-0.25144,3.4528,-0.23768,-0.6115,3.304,-0.19035,-0.586,3.3118,0.067971,-0.14184,3.2514,0.10651,-0.16132,3.2073
35,0.12354,-0.72305,3.5352,0.16162,-0.45373,3.49,0.20207,-0.18317,3.4322,0.16929,-0.069557,3.4224,0.022495,-0.26909,3.5521,-0.12223,-0.40112,3.5792,-0.20809,-0.53871,3.3512,-0.22561,-0.55902,3.3282,0.31312,-0.26046,3.3707,0.31725,-0.40018,3.205,0.13489,-0.22832,3.2029,0.10106,-0.17234,3.2183,0.065581,-0.71341,3.5336,-0.19083,-0.75326,3.3155,-0.12533,-1.063,3.482,-0.16945,-1.1035,3.3901,0.17901,-0.71799,3.4662,0.08722,-0.76584,3.1418,0.066143,-1.1033,3.2577,0.020179,-1.1428,3.1661,0.19202,-0.25087,3.4491,-0.23776,-0.6198,3.3052,-0.19034,-0.58594,3.3115,0.070033,-0.13036,3.2397,0.10263,-0.1332,3.222
36,0.11273,-0.75014,3.5378,0.16064,-0.45826,3.489,0.20295,-0.18278,3.43,0.17006,-0.067458,3.4238,0.023646,-0.27027,3.5542,-0.12227,-0.40159,3.5796,-0.20894,-0.53898,3.3518,-0.22777,-0.55839,3.3354,0.31307,-0.25899,3.371,0.31394,-0.39128,3.201,0.14505,-0.22619,3.2035,0.10167,-0.16099,3.2245,0.051562,-0.73539,3.5343,-0.19441,-0.75077,3.3131,-0.13139,-1.0574,3.4747,-0.17596,-1.0978,3.3831,0.17175,-0.75228,3.4726,0.087196,-0.76496,3.1418,0.066411,-1.1036,3.2581,0.019941,-1.143,3.1668,0.19245,-0.25122,3.4476,-0.23372,-0.61867,3.3169,-0.19702,-0.56402,3.315,0.064099,-0.11969,3.2599,0.11282,-0.14102,3.2234
