-54.72171243,94.50923388,-19.98279203,-53.03752087,92.33280452,-43.7730037,-47.16002513,92.42193716,-72.27787591,-43.07192221,90.09678546,-80.49622856,-46.31984278,95.47789819,-68.78795102,-36.95784265,103.9592536,-66.73215287,-17.57557674,121.5183098,-62.47600827,1.440986038,138.746063,-58.30016828,-51.00084285,91.23722047,-69.8158501,-61.7386926,85.22916445,-73.33745358,-84.07418151,73.77038803,-81.81753417,-106.6496351,66.29480338,-92.32053105,-45.60928628,94.93291718,-17.77613455,-50.07297804,110.7160603,20.73772354,-55.21027307,126.0438734,59.34829011,-61.25136216,141.54514,49.99847275,-64.06104021,94.58028931,-19.05648821,-67.06796583,107.681455,20.59569715,-70.07382943,120.7692194,60.25189277,-83.76062708,133.8237801,63.01091333,-51.66141156,95.22907394,-63.34909025,-59.66423232,9.321617753,146.645551,-60.15633131,14.33366635,147.3943635,-120.3066896,65.70878986,-101.3347912,-116.0072178,67.69020321,-99.39477959
-51.99567372,94.48794653,-24.74248436,-50.86340179,92.93540513,-48.60446936,-47.01258949,93.3650086,-77.47694803,-43.29899291,91.06341063,-85.86981738,-46.04873335,96.46201338,-74.05680533,-37.03070402,105.4436935,-72.75114696,-18.36056517,124.0385781,-70.0480261,-0.042693088,142.2826159,-67.39590752,-50.55774801,91.97117332,-74.70963452,-61.20530273,85.38210634,-77.33985509,-83.30256274,72.04418773,-83.2492312,-106.1354982,62.58675794,-91.25258588,-42.83332623,94.68869271,-22.71980069,-44.67559722,107.358682,17.11876917,-46.59676748,119.2744687,57.18579853,-58.08264241,132.6674281,50.0692123,-61.30988035,94.69866625,-23.61706954,-63.21815526,106.7884943,16.40315523,-63.72562598,116.3024048,57.09954696,-75.67871583,130.5115987,61.47981314,-50.88491587,95.92000883,-68.19487009,-69.20920093,7.235344393,150.6002398,-70.13419701,12.10809353,151.6247171,-120.540906,60.6804098,-98.78770688,-116.2386477,62.86888045,-97.31720014
-49.56778896,94.05154393,-33.30143447,-48.21139149,94.33292632,-57.21015738,-47.38863627,96.60413681,-86.24590441,-44.13180594,95.14841183,-95.0175852,-46.356204,99.49171857,-82.66525868,-37.85420963,108.9638315,-81.31592177,-20.2524244,128.5740653,-78.52237269,-2.982748335,147.8142946,-75.78153208,-50.60720118,94.75566211,-83.33992714,-60.99195781,87.65264021,-85.69088624,-82.38018077,72.66749973,-90.14295513,-104.9479334,61.50446228,-96.59863613,-40.43495646,94.48588028,-31.18346627,-41.15722261,102.0642424,9.973444464,-41.54151499,109.5149798,51.16359888,-55.83163254,120.4313181,44.68807111,-58.89032157,93.78577554,-32.24978512,-61.60457672,102.7637537,8.55239403,-58.22698793,109.5947187,49.71904479,-69.11578443,123.9924346,56.00453596,-50.66815097,98.16294748,-76.51503309,-77.38791607,3.558507089,156.7643898,-78.54622607,8.24576051,158.2199688,-119.6687219,58.57959118,-103.1934986,-115.4650818,60.83200842,-101.8597788
-49.64015071,93.94307618,-34.79212814,-48.45685711,94.32726878,-58.70908884,-47.73145037,96.81415574,-87.64507531,-44.54860535,95.39639252,-96.45073118,-46.72048951,99.71593995,-84.0697616,-38.2170938,109.1850517,-82.70315469,-20.61240737,128.7890722,-79.87385134,-3.339884841,148.0232055,-77.09793106,-50.97218736,94.98138406,-84.75306505,-61.34766305,87.87857158,-87.14862631,-82.71158944,72.73848124,-91.22276057,-105.281703,61.38328502,-97.3579599,-40.49208485,94.39337139,-32.74269152,-40.93912552,100.8793549,8.619428676,-41.03719529,107.0727038,50.02847566,-55.37493902,118.2294956,44.08469,-58.95381426,93.64938385,-33.66975755,-61.35533464,102.4063946,7.203580039,-57.79381484,110.3843715,48.15059128,-68.61060386,124.973237,54.1114315,-51.0764366,98.41782893,-77.94315531,-78.70624263,3.224796391,156.9583599,-79.84061567,7.924254249,158.4026029,-120.0557308,58.27507269,-103.7679953,-115.8632269,60.54002331,-102.4641943
-49.62558965,94.01744628,-33.94580368,-48.66486812,94.6957931,-57.8635546,-47.76831278,96.66605002,-86.76566642,-44.53573834,95.10717202,-95.51978795,-46.79498843,99.62541592,-83.22997559,-38.2575377,109.0649178,-81.89943161,-20.58234675,128.6076365,-79.14478979,-3.240649955,147.7816247,-76.44212234,-51.06371379,94.90566498,-83.89524757,-61.44381852,87.8234255,-86.32027734,-82.99417004,72.98622879,-90.49327562,-105.6711642,61.93460399,-96.76545821,-40.47090714,94.6155147,-31.96653188,-40.77628997,100.4306864,9.493610975,-40.83333673,105.8790401,51.00469802,-55.27982281,116.974791,45.22354883,-58.92194987,93.53661264,-32.75075459,-61.15544048,101.7916193,8.231967324,-58.27349215,109.805639,49.21185726,-69.20110937,124.3860669,54.97576571,-51.25176315,98.46469447,-77.15557669,-78.1148716,3.406941522,156.6376998,-79.20957081,8.136052083,158.027636,-120.4857284,59.06042554,-103.1607248,-116.2220458,61.29141461,-101.9664245
-54.66277432,94.37454768,-21.92798067,-53.86522922,91.52584298,-45.66043586,-49.05894282,89.94215785,-74.15028379,-45.22301086,87.06334606,-82.31003796,-48.17217783,93.2334743,-70.89668018,-38.80243779,101.8497385,-69.57218545,-19.40414785,119.6880978,-66.83006747,-0.371863392,137.1898844,-64.13968756,-52.85704785,88.92534223,-71.55892754,-63.62099982,82.66403376,-74.50906458,-85.66950521,69.98877192,-81.78803134,-108.0214248,61.05763656,-91.48266411,-45.47795172,94.87554543,-20.07247433,-48.38546989,107.5555234,19.52045009,-51.59876142,119.8356913,59.20571574,-60.78147914,134.35877,51.45569526,-63.95942757,94.45898593,-20.66413837,-65.51731675,108.673633,18.62990053,-67.87784431,124.6679007,57.15021186,-80.6814827,138.6906472,58.89110391,-53.42637335,93.35423759,-65.38199984,-66.07274158,7.465187849,144.9768577,-66.74609975,12.45937433,145.6762952,-121.5666034,59.23619596,-100.4333784,-117.3315577,61.39318787,-98.66199751
-56.72159692,94.61665713,-18.32102081,-54.49421973,88.90915993,-41.37645472,-48.45221927,85.60609012,-69.6724553,-44.49181867,82.4475267,-77.66177353,-47.63036422,89.0114534,-66.52497939,-38.29785936,97.67281139,-65.35437798,-18.97665788,115.6045291,-62.93086726,-0.020007375,133.1979125,-60.55308315,-52.29661665,84.68077441,-67.11028009,-63.0067805,78.31965962,-70.000532,-85.60080817,66.75695453,-77.42203562,-108.1399253,58.75453688,-87.51631097,-47.66267761,95.31853339,-15.97974227,-53.90743519,114.2844271,20.72636512,-60.99223069,132.6077196,57.60460158,-66.55367132,147.571408,47.10486625,-66.0778104,94.87177011,-17.65738747,-69.85609985,113.7214274,19.35085637,-73.50595481,134.2844479,55.49885763,-87.0496335,147.7355832,55.33021727,-52.98646931,89.32651966,-61.10715401,-62.63772652,7.843244688,140.9060743,-63.27564594,12.85499172,141.5741693,-121.4356489,57.44162451,-96.95019904,-117.067299,59.46924365,-95.21158191
-56.18709816,94.84684963,-19.61284243,-54.09212094,90.32637452,-42.81439581,-48.29155754,88.32218064,-71.11990544,-44.26563337,85.43872663,-79.15268312,-47.47856287,91.61185146,-67.86632855,-38.17242616,100.2145129,-66.40942695,-18.90581502,118.0247103,-63.39318536,-0.002724846,135.4988662,-60.43385399,-52.13163122,87.31052077,-68.59477935,-62.82261669,81.06077224,-71.68174806,-85.41380649,69.26815043,-78.67466811,-108.1119326,61.10820283,-88.22578646,-47.11664259,95.4587181,-17.28705352,-53.32862658,114.8962579,19.16625945,-60.19993678,134.5793052,55.39287279,-64.03991313,149.6924515,44.58410998,-65.53796701,95.03561034,-18.9040198,-69.20279431,111.9321226,18.80506906,-72.41657791,128.9529965,56.38004914,-86.4122617,141.7288306,57.69607989,-52.83261324,91.73952608,-62.45101638,-62.2805155,7.837216991,143.2673192,-62.86964388,12.84472322,143.9658873,-121.7595794,59.74429652,-97.11528973,-117.4009257,61.74229624,-95.45487637
-56.51261935,94.73242172,-21.01003482,-55.24245541,96.32196187,-44.87189086,-48.99399823,99.08598563,-72.90204494,-44.62151371,97.60969636,-81.17104017,-48.27862908,101.807248,-69.11953468,-38.82043306,109.7705983,-65.80921844,-19.2390116,126.2572219,-58.95582936,-0.027050926,142.4327771,-52.23174951,-53.0077271,97.82557291,-70.7746928,-63.68259767,92.49510106,-75.40763844,-85.77434689,82.14533394,-85.75185657,-107.9759718,75.94178413,-97.7729951,-47.37724702,95.1552085,-18.89972092,-53.61563395,109.8630111,19.80067577,-60.10414447,125.0507966,58.27368461,-60.09107012,141.7378597,48.95217114,-65.82787335,94.30593858,-19.94557702,-68.46604189,100.9948007,21.30046617,-72.54923441,106.2476364,62.63685283,-87.26377871,117.4157501,67.54861189,-53.94201418,101.2774711,-64.0363978,-52.6463331,8.148067622,150.1639526,-52.70215959,13.21970579,150.8123206,-121.2895106,76.45249467,-107.3083507,-117.066822,77.99000136,-105.0201166
-55.99894269,94.78674967,-20.72146408,-54.60751071,96.96396652,-44.52564944,-48.19214337,99.79357936,-72.54471903,-43.8640451,98.14014874,-80.80230566,-47.46564151,102.5509399,-68.79117711,-38.05263823,110.629195,-65.63828951,-18.56477989,127.3537075,-59.11082688,0.555383004,143.7626632,-52.70652393,-52.17214314,98.51181229,-70.36762092,-62.83534704,93.04192256,-74.86040206,-84.74082396,82.71841941,-85.61832648,-106.787641,76.58028855,-97.9529222,-46.86188802,94.82779346,-18.57897032,-52.12824008,108.5379594,20.62796679,-57.77913819,122.2681021,59.77497686,-58.02967083,139.2887918,51.08308676,-65.32552939,94.66373463,-19.69139856,-67.82278392,100.3287829,21.70858981,-72.26366876,105.3847903,63.01983475,-86.76295062,116.8620115,67.84512746,-53.07286012,102.0071826,-63.64790245,-53.23654244,8.651432926,151.5678311,-53.35683603,13.71174075,152.2608821,-119.9417946,77.1572214,-107.6990695,-115.7843921,78.78967996,-105.2783342
