,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
25,0.1406,-0.19302,2.4597,0.15554,0.096847,2.4094,0.17001,0.38236,2.3438,0.11964,0.5093,2.3352,0.089073,0.32607,2.5228,0.053692,0.077036,2.5968,0.030927,-0.18623,2.6018,0.018,-0.26863,2.5893,0.25078,0.26456,2.2287,0.17462,0.10194,2.0875,0.047462,0.23832,2.1385,0.023299,0.30009,2.1728,0.10169,-0.18628,2.4799,0.12009,-0.62164,2.6103,0.21893,-0.97761,2.6898,0.18847,-1.055,2.6906,0.17535,-0.19326,2.3671,0.22419,-0.58461,2.4201,0.30435,-0.98741,2.5294,0.20705,-1.0312,2.4545,0.16697,0.31171,2.3625,0.019578,-0.32649,2.5781,-0.0005411,-0.2748,2.5856,-0.014463,0.34319,2.2241,0.0578,0.30737,2.1744
26,0.14072,-0.19302,2.4596,0.15505,0.097483,2.4091,0.16766,0.38371,2.3435,0.1181,0.51048,2.3339,0.08705,0.32758,2.5229,0.0516,0.078508,2.5967,0.032199,-0.18528,2.5974,0.017325,-0.26828,2.5817,0.25079,0.26439,2.2292,0.17323,0.10333,2.0852,0.046521,0.24758,2.1125,0.045105,0.26489,2.1391,0.10175,-0.18647,2.4796,0.12074,-0.62315,2.6067,0.21869,-0.97746,2.6896,0.19466,-1.0354,2.724,0.1756,-0.19315,2.367,0.22658,-0.5979,2.4233,0.30448,-0.98708,2.5288,0.20751,-1.031,2.4535,0.16507,0.313,2.3622,0.016826,-0.32431,2.5671,-0.0017885,-0.27541,2.5729,-0.00049599,0.32421,2.1731,0.06531,0.28072,2.1306
27,0.14094,-0.19144,2.4603,0.15461,0.09865,2.4093,0.1668,0.38405,2.3437,0.11678,0.51041,2.3336,0.086303,0.32801,2.5232,0.050849,0.078926,2.597,0.032363,-0.1849,2.5982,0.018074,-0.26785,2.5946,0.2511,0.26451,2.2295,0.1717,0.10462,2.0841,0.042818,0.29244,2.1559,0.016909,0.33101,2.1945,0.1017,-0.18569,2.4795,0.12078,-0.62224,2.6069,0.21841,-0.97782,2.69,0.12284,-1.0226,2.614,0.17639,-0.19046,2.3696,0.2264,-0.58846,2.4212,0.3045,-0.98738,2.529,0.20768,-1.0314,2.4534,0.16425,0.31357,2.3623,0.01919,-0.32762,2.5834,0.0012984,-0.27299,2.5901,-0.019893,0.3871,2.2525,0.055817,0.33301,2.1845
28,0.14103,-0.19154,2.4601,0.15445,0.098652,2.4091,0.16615,0.38383,2.3436,0.11586,0.50987,2.3332,0.085807,0.3279,2.5232,0.050347,0.078801,2.5969,0.032429,-0.18503,2.5988,0.018415,-0.26782,2.588,0.25056,0.26348,2.2289,0.17127,0.1083,2.084,0.029063,0.3113,2.1647,0.0079001,0.35104,2.2059,0.10185,-0.1857,2.4793,0.12082,-0.62216,2.607,0.21888,-0.97843,2.6899,0.12327,-1.0232,2.6141,0.1764,-0.19085,2.3693,0.22638,-0.58555,2.4201,0.30453,-0.98754,2.5288,0.20768,-1.0316,2.4534,0.16372,0.31346,2.3622,0.020385,-0.32635,2.577,-0.00063483,-0.27771,2.5809,-0.022489,0.40366,2.2568,0.049029,0.34539,2.1802
29,0.14133,-0.19224,2.4601,0.1544,0.098589,2.409,0.16582,0.38382,2.3435,0.11545,0.50993,2.3333,0.085552,0.32793,2.5232,0.050084,0.078827,2.5969,0.032607,-0.18503,2.5989,0.018054,-0.26618,2.586,0.25098,0.26345,2.2288,0.16856,0.10929,2.0812,0.026933,0.31097,2.1644,0.010437,0.35133,2.2026,0.10217,-0.18707,2.4801,0.1209,-0.62363,2.6075,0.21909,-0.97863,2.6894,0.1947,-1.033,2.7273,0.17688,-0.19162,2.3683,0.22633,-0.58537,2.42,0.30464,-0.98769,2.529,0.20787,-1.0318,2.4534,0.16346,0.31345,2.3621,0.020358,-0.32598,2.5741,-0.0031256,-0.25796,2.5871,-0.021324,0.40381,2.2571,0.047309,0.35533,2.1822
30,0.14158,-0.19236,2.4609,0.15429,0.098632,2.4094,0.16539,0.38376,2.3439,0.11388,0.5091,2.3332,0.08516,0.32792,2.5236,0.049704,0.078804,2.5973,0.024719,-0.18467,2.5944,0.018898,-0.25845,2.5971,0.25117,0.2631,2.2289,0.16795,0.1099,2.0808,0.027612,0.30962,2.1643,0.013324,0.35298,2.2033,0.10249,-0.18781,2.4812,0.12112,-0.62358,2.6085,0.21911,-0.97881,2.6906,0.1969,-1.0531,2.7031,0.17704,-0.19129,2.369,0.22627,-0.58457,2.4203,0.30471,-0.98787,2.5293,0.20801,-1.032,2.4536,0.16308,0.31344,2.3625,0.017889,-0.31399,2.5826,0.0017251,-0.2621,2.5924,-0.020218,0.39903,2.2606,0.050462,0.35358,2.1782
31,0.14165,-0.19247,2.4609,0.15429,0.09865,2.4093,0.16532,0.3838,2.3437,0.11279,0.50869,2.3331,0.085121,0.32798,2.5234,0.049656,0.078862,2.5971,0.024702,-0.18462,2.5942,0.018088,-0.25869,2.5895,0.25069,0.26213,2.2288,0.16618,0.11057,2.0793,0.027429,0.30842,2.1635,0.010836,0.35908,2.2044,0.10267,-0.18805,2.4811,0.12125,-0.62358,2.6085,0.21924,-0.97811,2.6902,0.19559,-1.0532,2.7005,0.17705,-0.19133,2.369,0.22626,-0.58455,2.4203,0.30471,-0.98789,2.5293,0.20796,-1.0321,2.4537,0.16302,0.31349,2.3623,0.017454,-0.31459,2.5736,-0.00046699,-0.27252,2.5766,-0.021042,0.40823,2.2544,0.048891,0.36907,2.1889
32,0.14184,-0.19478,2.4616,0.15406,0.098338,2.4094,0.1647,0.38396,2.3438,0.11249,0.50884,2.3329,0.084544,0.32819,2.5236,0.049079,0.079062,2.5973,0.033063,-0.18498,2.5973,0.01647,-0.26753,2.5902,0.25086,0.26201,2.2286,0.16401,0.11169,2.0781,0.03814,0.32168,2.166,0.013305,0.37353,2.2144,0.10281,-0.19294,2.4845,0.12135,-0.62301,2.6085,0.21912,-0.97806,2.6904,0.19901,-1.057,2.6938,0.17718,-0.19238,2.3684,0.22619,-0.58377,2.4203,0.30464,-0.98809,2.5294,0.20797,-1.0323,2.4537,0.16251,0.31353,2.3624,0.016907,-0.32712,2.5769,-0.0026714,-0.26902,2.5847,-0.011922,0.42973,2.2623,0.060291,0.38439,2.2427
33,0.14187,-0.19791,2.4649,0.15379,0.097789,2.4097,0.16413,0.384,2.3432,0.11227,0.509,2.3322,0.084054,0.32827,2.5231,0.048572,0.07913,2.5967,0.032987,-0.18494,2.5968,0.015812,-0.26646,2.5818,0.25136,0.26097,2.2274,0.16123,0.11303,2.0736,0.038262,0.3243,2.1623,0.0094763,0.37957,2.2098,0.10305,-0.19571,2.4861,0.12129,-0.62174,2.6068,0.21897,-0.9772,2.6896,0.19604,-1.0569,2.6896,0.17681,-0.19503,2.3732,0.22614,-0.58304,2.4198,0.30472,-0.98793,2.5285,0.20817,-1.0323,2.4528,0.16209,0.31345,2.3622,0.01531,-0.32595,2.5739,-0.0015196,-0.27182,2.5729,-0.012991,0.42682,2.2508,0.062471,0.38598,2.2449
34,0.14224,-0.20506,2.4633,0.15377,0.096172,2.4093,0.16408,0.38414,2.343,0.11186,0.50897,2.332,0.084016,0.32844,2.5229,0.048529,0.079292,2.5966,0.032878,-0.18477,2.5969,0.015695,-0.26763,2.5861,0.25171,0.26049,2.2262,0.163,0.12199,2.0746,0.035068,0.33049,2.1629,0.013732,0.37932,2.2063,0.10248,-0.20476,2.4864,0.12122,-0.62148,2.6067,0.21889,-0.97712,2.6895,0.1942,-1.0404,2.7177,0.17796,-0.2007,2.3693,0.22574,-0.58125,2.4187,0.30466,-0.98794,2.5284,0.20808,-1.0323,2.4528,0.16204,0.31344,2.362,0.016331,-0.32699,2.5741,-0.0011199,-0.26955,2.5816,-0.0091509,0.43583,2.2551,0.061746,0.38902,2.2431
35,0.14241,-0.20656,2.462,0.15365,0.095505,2.4086,0.1638,0.38445,2.3426,0.11184,0.50949,2.3317,0.083768,0.32878,2.5225,0.048273,0.079622,2.5962,0.032454,-0.18454,2.5937,0.014949,-0.26801,2.5776,0.25152,0.26032,2.226,0.16076,0.12254,2.0719,0.035712,0.33208,2.1615,0.011063,0.38176,2.2063,0.10253,-0.20519,2.4851,0.12122,-0.62176,2.6067,0.21877,-0.97683,2.6887,0.1827,-1.0558,2.6782,0.17828,-0.20348,2.3676,0.22541,-0.5802,2.4184,0.30475,-0.9875,2.528,0.20819,-1.0319,2.4523,0.16179,0.31352,2.3616,0.019284,-0.32975,2.5644,-0.0049565,-0.2711,2.5716,-0.018497,0.42946,2.258,0.06228,0.39524,2.241
36,0.14245,-0.20584,2.4643,0.1539,0.095409,2.41,0.16413,0.38452,2.3434,0.11213,0.51073,2.3346,0.084141,0.32889,2.5234,0.048636,0.079726,2.597,0.022856,-0.18374,2.5922,0.01638,-0.25548,2.5994,0.25131,0.26015,2.2268,0.16518,0.13357,2.0804,0.034071,0.33931,2.165,0.017378,0.3771,2.2099,0.10308,-0.20294,2.4913,0.122,-0.62382,2.6106,0.21871,-0.97663,2.6895,0.18793,-1.0557,2.6851,0.17819,-0.20334,2.3679,0.22529,-0.58036,2.4197,0.30487,-0.98761,2.5289,0.20824,-1.032,2.4534,0.16205,0.31354,2.3624,0.012554,-0.31418,2.5847,0.0020994,-0.23827,2.5966,-0.010106,0.4242,2.2559,0.060434,0.39717,2.2371
37,0.14216,-0.20739,2.4639,0.15386,0.094773,2.4098,0.1642,0.38461,2.3432,0.11278,0.51101,2.3343,0.084214,0.32899,2.5233,0.04871,0.079828,2.5969,0.022843,-0.18363,2.5919,0.015136,-0.25488,2.5862,0.24993,0.25973,2.2255,0.16521,0.13437,2.0794,0.034044,0.34024,2.1642,0.012899,0.38531,2.2041,0.10299,-0.20385,2.4903,0.12174,-0.6233,2.6101,0.21875,-0.9763,2.6894,0.18837,-1.0555,2.685,0.17747,-0.20585,2.3677,0.22488,-0.57947,2.4192,0.30486,-0.98757,2.5289,0.20795,-1.0319,2.4538,0.16207,0.31352,2.3623,0.012387,-0.3138,2.5749,-0.0037402,-0.26514,2.5828,-0.015035,0.4327,2.2538,0.058741,0.39817,2.2233
38,0.1423,-0.20584,2.4622,0.15399,0.094793,2.4094,0.16437,0.38442,2.3432,0.11399,0.51082,2.3334,0.084382,0.32883,2.5233,0.048877,0.079665,2.5968,0.022645,-0.18376,2.5918,0.013429,-0.25636,2.5873,0.24796,0.25953,2.2243,0.16431,0.13526,2.0774,0.038226,0.34133,2.1579,0.014495,0.38448,2.1972,0.10434,-0.19903,2.4864,0.12133,-0.62184,2.6089,0.21874,-0.97619,2.6892,0.18788,-1.0552,2.685,0.17702,-0.20561,2.3665,0.22466,-0.57917,2.419,0.30486,-0.98757,2.5289,0.2076,-1.0317,2.4544,0.16219,0.31339,2.3622,0.010445,-0.31464,2.574,-0.0017963,-0.25913,2.5825,-0.012101,0.4346,2.2484,0.024815,0.42619,2.2161
39,0.14211,-0.20567,2.4624,0.15398,0.094781,2.4095,0.16443,0.38441,2.3432,0.11508,0.51161,2.334,0.084457,0.32883,2.5233,0.048951,0.079665,2.5968,0.022531,-0.18374,2.592,0.012996,-0.25637,2.5919,0.24776,0.25938,2.2239,0.16399,0.13555,2.0771,0.037899,0.34313,2.1575,0.017069,0.38459,2.1973,0.10413,-0.1989,2.4871,0.12119,-0.62194,2.6092,0.21874,-0.97622,2.6892,0.18779,-1.055,2.6855,0.17675,-0.20548,2.3665,0.2245,-0.57884,2.4189,0.30486,-0.98756,2.5289,0.20753,-1.0317,2.4546,0.16222,0.31338,2.3622,0.010483,-0.31545,2.5806,-0.0019155,-0.2484,2.5894,-0.011146,0.4327,2.2479,0.059023,0.39602,2.2031
40,0.14394,-0.21449,2.461,0.15473,0.092276,2.4085,0.16467,0.3846,2.3427,0.11635,0.51221,2.3335,0.084699,0.32904,2.5228,0.049193,0.079865,2.5964,0.022434,-0.1835,2.5916,0.011034,-0.25647,2.5881,0.24561,0.26624,2.2191,0.1638,0.13637,2.0763,0.043698,0.34231,2.1522,0.020165,0.38517,2.1914,0.10607,-0.21124,2.4916,0.12088,-0.62164,2.6091,0.21878,-0.97615,2.6891,0.18822,-1.0555,2.684,0.17876,-0.21442,2.3586,0.22424,-0.57848,2.4187,0.30488,-0.98751,2.529,0.207,-1.0315,2.4558,0.16245,0.31322,2.3618,0.0082894,-0.31359,2.576,-0.0081073,-0.26406,2.579,-0.0075267,0.43527,2.2424,0.060812,0.38116,2.1741
